https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52416,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52402,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=68416,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51409,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=68454,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=50411,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=68468,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=69430,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52407,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=51411,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=64464,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=52417,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=50414,2군
https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52405,2군
https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=51408,2군
