°­µµÈÆ,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52416
°­¹ÎÈ£,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=74540
°­ÇÑ¿ï,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64610
°ø¹Î±Ô,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=68407
±¸ÀÚ¿í,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=62404
±¸ÁØ¹ü,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=64498
±ÇÁ¤¿õ,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65412
±è´ë¿ì,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61365
±èµ¿¿±,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=66838
±èµ¿Áø,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51403
±è¹Î¼ö,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64793
±è»ó¹Î,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=52402
±è»ó¼ö,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=79402
±è¼­ÁØ,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=52460
±è¼±¿ì,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=68416
±è¼ºÀ±,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=67449
±è¼ºÇ¥,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=63435
±è¼¼¹Î,https://www.koreabaseball.com/Futures/Player/HitterDetail.aspx?playerId=51409
±è½ÂÇö,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=66492
±è¿µ¿õ,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52430
±èÀ±¼ö,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=68403
±èÀç¼º,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=65132
±èÀçÇõ,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=52424
±èÁöÂù,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=50458
±èÅÂ±º,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=78122
±èÅÂ¿ì,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=68454
±èÇå°ï,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=61404
±èÇöÁØ,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=51417
±èÈ£Àç,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=64407
³ë¼ºÈ£,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=62920
¹®¿ëÀÍ,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=67419
¹Ú¼¼¿õ,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=65844
¹Ú½Â±Ô,https://www.koreabaseball.com/Record/Player/HitterDetail/Basic.aspx?playerId=69418
¹ÚÁ¤ÁØ,https://www.koreabaseball.com/Record/Player/PitcherDetail/Basic.aspx?playerId=61396
¹ÚÁÖÇõ,https://www.koreabaseball.com/Futures/Player/PitcherDetail.aspx?playerId=50411
